KO;catA_KO;catA_name;catB_KO;catB_name;catC_KO;catC_name;catD_KO;catD_name;catD_shortname;catD_EC
K07681;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02022;Two-component system;K07681;two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS;vraS;EC:2.7.13.3
K07694;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K07694;two-component system, NarL family, vancomycin resistance associated response regulator VraR;vraR;
K07694;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02022;Two-component system;K07694;two-component system, NarL family, vancomycin resistance associated response regulator VraR;vraR;
K07698;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K07698;two-component system, sporulation sensor kinase C;kinC;EC:2.7.13.3
K07698;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K07698;two-component system, sporulation sensor kinase C;kinC;EC:2.7.13.3
K07698;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02022;Two-component system;K07698;two-component system, sporulation sensor kinase C;kinC;EC:2.7.13.3
K07702;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K07702;two-component system, CitB family, response regulator CitB;dpiA, citB;
K07702;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02022;Two-component system;K07702;two-component system, CitB family, response regulator CitB;dpiA, citB;
K07703;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K07703;two-component system, CitB family, response regulator DcuR;dcuR;
K07703;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02022;Two-component system;K07703;two-component system, CitB family, response regulator DcuR;dcuR;
K07706;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K07706;two-component system, LytTR family, sensor histidine kinase AgrC;agrC, blpH, fsrC;EC:2.7.13.3
K07706;09140;Cellular Processes;09145;Cellular community - prokaryotes;02024;Quorum sensing;K07706;two-component system, LytTR family, sensor histidine kinase AgrC;agrC, blpH, fsrC;EC:2.7.13.3
K07706;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K07706;two-component system, LytTR family, sensor histidine kinase AgrC;agrC, blpH, fsrC;EC:2.7.13.3
K07706;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02022;Two-component system;K07706;two-component system, LytTR family, sensor histidine kinase AgrC;agrC, blpH, fsrC;EC:2.7.13.3
K07717;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K07717;two-component system, sensor histidine kinase GlnK;glnK;EC:2.7.13.3
K07717;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K07717;two-component system, sensor histidine kinase GlnK;glnK;EC:2.7.13.3
K07717;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02022;Two-component system;K07717;two-component system, sensor histidine kinase GlnK;glnK;EC:2.7.13.3
K07723;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03000;Transcription factors;K07723;CopG family transcriptional regulator / antitoxin EndoAI;ndoAI;
K07723;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02048;Prokaryotic defense system;K07723;CopG family transcriptional regulator / antitoxin EndoAI;ndoAI;
K07728;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03000;Transcription factors;K07728;putative transcriptional regulator;K07728;
K07747;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K07747;beta-site APP-cleaving enzyme 2 (memapsin 1);BACE2;EC:3.4.23.45
K07756;09130;Environmental Information Processing;09132;Signal transduction;04070;Phosphatidylinositol signaling system;K07756;inositol-hexakisphosphate 5-kinase;IP6K, IHPK;EC:2.7.4.21
K07756;09140;Cellular Processes;09141;Transport and catabolism;04138;Autophagy - yeast;K07756;inositol-hexakisphosphate 5-kinase;IP6K, IHPK;EC:2.7.4.21
K07761;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K07761;metalloendoproteinase 5-MMP;5MMP;EC:3.4.24.-
K07780;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K07780;AraC family transcriptional regulator, transcriptional regulator required for anaerobic and stationary phase induction of genes;appY;
K07780;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03000;Transcription factors;K07780;AraC family transcriptional regulator, transcriptional regulator required for anaerobic and stationary phase induction of genes;appY;
K07784;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K07784;MFS transporter, OPA family, hexose phosphate transport protein UhpT;uhpT;
K07784;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K07784;MFS transporter, OPA family, hexose phosphate transport protein UhpT;uhpT;
K07791;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K07791;anaerobic C4-dicarboxylate transporter DcuA;dcuA;
K07792;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K07792;anaerobic C4-dicarboxylate transporter DcuB;dcuB;
K07792;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K07792;anaerobic C4-dicarboxylate transporter DcuB;dcuB;
K07796;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K07796;outer membrane protein, copper/silver efflux system;cusC, silC;
K07796;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K07796;outer membrane protein, copper/silver efflux system;cusC, silC;
K07807;09190;Not Included in Pathway or Brite;09194;Poorly characterized;99997;Function unknown;K07807;uncharacterized protein;K07807;
K07811;09100;Metabolism;09102;Energy metabolism;00680;Methane metabolism;K07811;trimethylamine-N-oxide reductase (cytochrome c);torA;EC:1.7.2.3
K07811;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K07811;trimethylamine-N-oxide reductase (cytochrome c);torA;EC:1.7.2.3
K07811;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K07811;trimethylamine-N-oxide reductase (cytochrome c);torA;EC:1.7.2.3
K07819;09100;Metabolism;09107;Glycan biosynthesis and metabolism;00601;Glycosphingolipid biosynthesis - lacto and neolacto series;K07819;beta-1,3-galactosyltransferase 1;B3GALT1;EC:2.4.1.86
K07819;09180;Brite Hierarchies;09181;Protein families: metabolism;01003;Glycosyltransferases;K07819;beta-1,3-galactosyltransferase 1;B3GALT1;EC:2.4.1.86
K07824;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00362;Benzoate degradation;K07824;benzoate 4-monooxygenase;CYP53A1;EC:1.14.14.92
K07824;09100;Metabolism;09111;Xenobiotics biodegradation and metabolism;00627;Aminobenzoate degradation;K07824;benzoate 4-monooxygenase;CYP53A1;EC:1.14.14.92
K07824;09180;Brite Hierarchies;09181;Protein families: metabolism;00199;Cytochrome P450;K07824;benzoate 4-monooxygenase;CYP53A1;EC:1.14.14.92
K07825;09130;Environmental Information Processing;09132;Signal transduction;04014;Ras signaling pathway;K07825;guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3;GNB3;
K07825;09130;Environmental Information Processing;09132;Signal transduction;04371;Apelin signaling pathway;K07825;guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3;GNB3;
K07825;09130;Environmental Information Processing;09132;Signal transduction;04151;PI3K-Akt signaling pathway;K07825;guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3;GNB3;
K07825;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K07825;guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3;GNB3;
K07825;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07825;guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3;GNB3;
K07843;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07843;RAS, dexamethasone-induced Ras-related protein 1;RASD1;
K07881;09130;Environmental Information Processing;09132;Signal transduction;04152;AMPK signaling pathway;K07881;Ras-related protein Rab-14;RAB14;
K07881;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K07881;Ras-related protein Rab-14;RAB14;
K07881;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K07881;Ras-related protein Rab-14;RAB14;
K07881;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07881;Ras-related protein Rab-14;RAB14;
K07888;09130;Environmental Information Processing;09132;Signal transduction;04014;Ras signaling pathway;K07888;Ras-related protein Rab-5B;RAB5B;
K07888;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K07888;Ras-related protein Rab-5B;RAB5B;
K07888;09140;Cellular Processes;09141;Transport and catabolism;04145;Phagosome;K07888;Ras-related protein Rab-5B;RAB5B;
K07888;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K07888;Ras-related protein Rab-5B;RAB5B;
K07888;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K07888;Ras-related protein Rab-5B;RAB5B;
K07888;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07888;Ras-related protein Rab-5B;RAB5B;
K07891;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K07891;Ras-related protein Rab-22;RAB22;
K07891;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K07891;Ras-related protein Rab-22;RAB22;
K07891;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07891;Ras-related protein Rab-22;RAB22;
K07901;09130;Environmental Information Processing;09132;Signal transduction;04152;AMPK signaling pathway;K07901;Ras-related protein Rab-8A;RAB8A, MEL;
K07901;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K07901;Ras-related protein Rab-8A;RAB8A, MEL;
K07901;09140;Cellular Processes;09141;Transport and catabolism;04140;Autophagy - animal;K07901;Ras-related protein Rab-8A;RAB8A, MEL;
K07901;09140;Cellular Processes;09144;Cellular community - eukaryotes;04530;Tight junction;K07901;Ras-related protein Rab-8A;RAB8A, MEL;
K07901;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K07901;Ras-related protein Rab-8A;RAB8A, MEL;
K07901;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03036;Chromosome and associated proteins;K07901;Ras-related protein Rab-8A;RAB8A, MEL;
K07901;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K07901;Ras-related protein Rab-8A;RAB8A, MEL;
K07901;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07901;Ras-related protein Rab-8A;RAB8A, MEL;
K07904;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K07904;Ras-related protein Rab-11A;RAB11A;
K07904;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K07904;Ras-related protein Rab-11A;RAB11A;
K07904;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K07904;Ras-related protein Rab-11A;RAB11A;
K07904;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07904;Ras-related protein Rab-11A;RAB11A;
K07907;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K07907;Ras-related protein Rab-12;RAB12;
K07907;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K07907;Ras-related protein Rab-12;RAB12;
K07907;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07907;Ras-related protein Rab-12;RAB12;
K07910;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K07910;Ras-related protein Rab-18;RAB18;
K07910;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07910;Ras-related protein Rab-18;RAB18;
K07913;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K07913;Ras-related protein Rab-26;RAB26;
K07913;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07913;Ras-related protein Rab-26;RAB26;
K07921;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07921;Ras-related protein Rab-34;RAB34;
K07923;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K07923;Ras-related protein Rab-38;RAB38;
K07923;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07923;Ras-related protein Rab-38;RAB38;
K07936;09120;Genetic Information Processing;09122;Translation;03013;Nucleocytoplasmic transport;K07936;GTP-binding nuclear protein Ran;RAN;
K07936;09120;Genetic Information Processing;09122;Translation;03008;Ribosome biogenesis in eukaryotes;K07936;GTP-binding nuclear protein Ran;RAN;
K07936;09120;Genetic Information Processing;09125;Information processing in viruses;03250;Viral life cycle - HIV-1;K07936;GTP-binding nuclear protein Ran;RAN;
K07936;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K07936;GTP-binding nuclear protein Ran;RAN;
K07936;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03009;Ribosome biogenesis;K07936;GTP-binding nuclear protein Ran;RAN;
K07936;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03016;Transfer RNA biogenesis;K07936;GTP-binding nuclear protein Ran;RAN;
K07936;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03036;Chromosome and associated proteins;K07936;GTP-binding nuclear protein Ran;RAN;
K07936;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K07936;GTP-binding nuclear protein Ran;RAN;
K07936;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07936;GTP-binding nuclear protein Ran;RAN;
K07937;09130;Environmental Information Processing;09132;Signal transduction;04072;Phospholipase D signaling pathway;K07937;ADP-ribosylation factor 1/2;ARF1_2;
K07937;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K07937;ADP-ribosylation factor 1/2;ARF1_2;
K07937;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K07937;ADP-ribosylation factor 1/2;ARF1_2;
K07937;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K07937;ADP-ribosylation factor 1/2;ARF1_2;
K07937;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04031;GTP-binding proteins;K07937;ADP-ribosylation factor 1/2;ARF1_2;
K07969;09100;Metabolism;09107;Glycan biosynthesis and metabolism;00533;Glycosaminoglycan biosynthesis - keratan sulfate;K07969;beta-1,4-galactosyltransferase 4;B4GALT4;EC:2.4.1.90 2.4.1.275 2.4.1.-
K07969;09100;Metabolism;09107;Glycan biosynthesis and metabolism;00601;Glycosphingolipid biosynthesis - lacto and neolacto series;K07969;beta-1,4-galactosyltransferase 4;B4GALT4;EC:2.4.1.90 2.4.1.275 2.4.1.-
K07969;09180;Brite Hierarchies;09181;Protein families: metabolism;01003;Glycosyltransferases;K07969;beta-1,4-galactosyltransferase 4;B4GALT4;EC:2.4.1.90 2.4.1.275 2.4.1.-
K07978;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03000;Transcription factors;K07978;GntR family transcriptional regulator;plmA;
K07994;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K07994;matrix metalloproteinase-13 (collagenase 3);MMP13;EC:3.4.24.-
K07997;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K07997;matrix metalloproteinase-17 (membrane-inserted);MMP17;EC:3.4.24.-
K07998;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K07998;matrix metalloproteinase-19 (RASI);MMP19, MMP18;EC:3.4.24.-
K08002;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08002;matrix metalloproteinase-24 (membrane-inserted);MMP24;EC:3.4.24.-
K08003;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08003;matrix metalloproteinase-25 (membrane-inserted);MMP25;EC:3.4.24.-
K08005;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08005;matrix metalloproteinase-27;MMP27;EC:3.4.24.-
K08006;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08006;matrix metalloproteinase-28 (epilysin);MMP28;EC:3.4.24.-
K08021;09100;Metabolism;09103;Lipid metabolism;00590;Arachidonic acid metabolism;K08021;arachidonate 12-lipoxygenase (R-type);ALOX12B;EC:1.13.11.-
K08041;09100;Metabolism;09104;Nucleotide metabolism;00230;Purine metabolism;K08041;adenylate cyclase 1;ADCY1;EC:4.6.1.1
K08041;09130;Environmental Information Processing;09132;Signal transduction;04015;Rap1 signaling pathway;K08041;adenylate cyclase 1;ADCY1;EC:4.6.1.1
K08041;09130;Environmental Information Processing;09132;Signal transduction;04371;Apelin signaling pathway;K08041;adenylate cyclase 1;ADCY1;EC:4.6.1.1
K08041;09130;Environmental Information Processing;09132;Signal transduction;04020;Calcium signaling pathway;K08041;adenylate cyclase 1;ADCY1;EC:4.6.1.1
K08041;09130;Environmental Information Processing;09132;Signal transduction;04072;Phospholipase D signaling pathway;K08041;adenylate cyclase 1;ADCY1;EC:4.6.1.1
K08041;09130;Environmental Information Processing;09132;Signal transduction;04024;cAMP signaling pathway;K08041;adenylate cyclase 1;ADCY1;EC:4.6.1.1
K08041;09130;Environmental Information Processing;09132;Signal transduction;04022;cGMP-PKG signaling pathway;K08041;adenylate cyclase 1;ADCY1;EC:4.6.1.1
K08041;09140;Cellular Processes;09143;Cell growth and death;04114;Oocyte meiosis;K08041;adenylate cyclase 1;ADCY1;EC:4.6.1.1
K08041;09140;Cellular Processes;09144;Cellular community - eukaryotes;04540;Gap junction;K08041;adenylate cyclase 1;ADCY1;EC:4.6.1.1
K08049;09100;Metabolism;09104;Nucleotide metabolism;00230;Purine metabolism;K08049;adenylate cyclase 9;ADCY9;EC:4.6.1.1
K08049;09130;Environmental Information Processing;09132;Signal transduction;04015;Rap1 signaling pathway;K08049;adenylate cyclase 9;ADCY9;EC:4.6.1.1
K08049;09130;Environmental Information Processing;09132;Signal transduction;04371;Apelin signaling pathway;K08049;adenylate cyclase 9;ADCY9;EC:4.6.1.1
K08049;09130;Environmental Information Processing;09132;Signal transduction;04020;Calcium signaling pathway;K08049;adenylate cyclase 9;ADCY9;EC:4.6.1.1
K08049;09130;Environmental Information Processing;09132;Signal transduction;04072;Phospholipase D signaling pathway;K08049;adenylate cyclase 9;ADCY9;EC:4.6.1.1
K08049;09130;Environmental Information Processing;09132;Signal transduction;04024;cAMP signaling pathway;K08049;adenylate cyclase 9;ADCY9;EC:4.6.1.1
K08049;09130;Environmental Information Processing;09132;Signal transduction;04022;cGMP-PKG signaling pathway;K08049;adenylate cyclase 9;ADCY9;EC:4.6.1.1
K08049;09140;Cellular Processes;09143;Cell growth and death;04114;Oocyte meiosis;K08049;adenylate cyclase 9;ADCY9;EC:4.6.1.1
K08049;09140;Cellular Processes;09144;Cellular community - eukaryotes;04540;Gap junction;K08049;adenylate cyclase 9;ADCY9;EC:4.6.1.1
K08057;09120;Genetic Information Processing;09123;Folding, sorting and degradation;04141;Protein processing in endoplasmic reticulum;K08057;calreticulin;CALR;
K08057;09140;Cellular Processes;09141;Transport and catabolism;04145;Phagosome;K08057;calreticulin;CALR;
K08057;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03110;Chaperones and folding catalysts;K08057;calreticulin;CALR;
K08057;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04091;Lectins;K08057;calreticulin;CALR;
K08066;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03000;Transcription factors;K08066;nuclear transcription factor Y, gamma;NFYC, HAP5;
K08074;09100;Metabolism;09101;Carbohydrate metabolism;00010;Glycolysis / Gluconeogenesis;K08074;ADP-dependent glucokinase;ADPGK;EC:2.7.1.147
K08077;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K08077;UDP-sugar diphosphatase;NUDT14;EC:3.6.1.45
K08098;09100;Metabolism;09107;Glycan biosynthesis and metabolism;00563;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;K08098;GPI mannosyltransferase 4;PIGZ, SMP3;EC:2.4.1.-
K08098;09180;Brite Hierarchies;09181;Protein families: metabolism;01003;Glycosyltransferases;K08098;GPI mannosyltransferase 4;PIGZ, SMP3;EC:2.4.1.-
K08105;09100;Metabolism;09107;Glycan biosynthesis and metabolism;00532;Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate;K08105;dermatan 4-sulfotransferase 1;D4ST1;EC:2.8.2.35
K08105;09180;Brite Hierarchies;09181;Protein families: metabolism;01003;Glycosyltransferases;K08105;dermatan 4-sulfotransferase 1;D4ST1;EC:2.8.2.35
K08129;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;00535;Proteoglycans;K08129;nyctalopin;NYX;
K08132;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;00535;Proteoglycans;K08132;collagen type XII alpha;COL12A;
K08137;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08137;MFS transporter, SP family, galactose:H+ symporter;galP;
K08142;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08142;MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 3;SLC2A3, GLUT3;
K08145;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08145;MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8;SLC2A8, GLUT8;
K08152;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08152;MFS transporter, DHA1 family, multidrug resistance protein B;lmrP;
K08162;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08162;MFS transporter, DHA1 family, multidrug resistance protein;mdtH;
K08171;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08171;MFS transporter, OPA family, solute carrier family 37 (glycerol-6-phosphate transporter), member 4;SLC37A4;
K08173;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08173;MFS transporter, MHS family, metabolite:H+ symporter;ydfJ;
K08174;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08174;MFS transporter, FHS family, glucose/mannose:H+ symporter;glcP;
K08182;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08182;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 5;SLC16A5;
K08183;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08183;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 6;SLC16A6;
K08184;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08184;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 7;SLC16A7;
K08185;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08185;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 8;SLC16A8;
K08187;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08187;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10;SLC16A10;
K08190;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08190;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14;SLC16A14;
K08202;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08202;MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5;SLC22A4_5, OCTN;
K08214;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08214;MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 18;SLC22A18;
K08220;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08220;MFS transporter, FLVCR family, feline leukemia virus subgroup C receptor-related protein;FLVCR, SLC49A1_2;
K08227;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08227;MFS transporter, LPLT family, lysophospholipid transporter;lplT;
K08232;09100;Metabolism;09101;Carbohydrate metabolism;00053;Ascorbate and aldarate metabolism;K08232;monodehydroascorbate reductase (NADH);E1.6.5.4;EC:1.6.5.4
K08235;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K08235;xyloglucan:xyloglucosyl transferase;E2.4.1.207;EC:2.4.1.207
K08241;09100;Metabolism;09103;Lipid metabolism;00592;alpha-Linolenic acid metabolism;K08241;jasmonate O-methyltransferase;E2.1.1.141;EC:2.1.1.141
K08244;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K08244;alpha-glucan, water dikinase;R1;EC:2.7.9.4
K08254;09190;Not Included in Pathway or Brite;09191;Unclassified: metabolism;99980;Enzymes with EC numbers;K08254;glucan endo-1,3-alpha-glucosidase;E3.2.1.59;EC:3.2.1.59
K08260;09100;Metabolism;09108;Metabolism of cofactors and vitamins;00860;Porphyrin metabolism;K08260;adenosylcobinamide hydrolase;cbiZ;EC:3.5.1.90
K08265;09100;Metabolism;09102;Energy metabolism;00680;Methane metabolism;K08265;heterodisulfide reductase subunit E;hdrE;EC:1.8.98.1
K08302;09100;Metabolism;09101;Carbohydrate metabolism;00052;Galactose metabolism;K08302;tagatose 1,6-diphosphate aldolase GatY/KbaY;gatY-kbaY;EC:4.1.2.40
K08320;09100;Metabolism;09104;Nucleotide metabolism;00240;Pyrimidine metabolism;K08320;(d)CTP diphosphatase;nudG;EC:3.6.1.65
K08348;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K08348;formate dehydrogenase-N, alpha subunit;fdnG;EC:1.17.5.3
K08348;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08348;formate dehydrogenase-N, alpha subunit;fdnG;EC:1.17.5.3
K08350;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K08350;formate dehydrogenase-N, gamma subunit;fdnI;
K08350;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08350;formate dehydrogenase-N, gamma subunit;fdnI;
K08353;09100;Metabolism;09102;Energy metabolism;00920;Sulfur metabolism;K08353;thiosulfate reductase electron transport protein;phsB;
K08353;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08353;thiosulfate reductase electron transport protein;phsB;
K08368;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K08368;MFS transporter, putative metabolite transport protein;yaaU;
K08462;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08462;adhesion G protein-coupled receptor A3;ADGRA3, GPR125;
K08462;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04030;G protein-coupled receptors;K08462;adhesion G protein-coupled receptor A3;ADGRA3, GPR125;
K08466;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K08466;adhesion G-protein coupled receptor D2;ADGRD2, GPR144;
K08466;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04030;G protein-coupled receptors;K08466;adhesion G-protein coupled receptor D2;ADGRD2, GPR144;
K08475;09130;Environmental Information Processing;09132;Signal transduction;02020;Two-component system;K08475;two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB;pgtB;EC:2.7.13.3
